Board,Title
baseball,[新聞] 日職》注意跟兄弟一戰的觀察點！ 北山亘基今主
baseball,[新聞] 中職／mlb投手也難複製銳歐中繼成績 龍
baseball,[新聞] 中職》中繼3局無責失 王柏傑：最近3場最
baseball,[新聞] 經典賽／預測2026中華隊 周思齊全都想贏
baseball,[新聞] 「我沒有想要回日職」 張奕發出驚人宣言
baseball,[分享] kbo官辦熱身賽第二天票房再度刷新紀錄
baseball,[新聞] 中職》新莊球場升級！張育成讚混合草皮
baseball,[新聞] 中職／新莊棒球場演化史 王勝偉從黃潮看
baseball,[分享] we are:職棒季回來拉 搶個好座位！
baseball,[新聞] 開箱「新版」新莊城堡！張奕愛燈、曾峻岳
baseball,[討論] 陳宇宏跟陳柏清未來誰比較看好？
baseball,[新聞] 富邦悍將》對新球季戰力直言比較擔心投手
baseball,[新聞] 富邦悍將3比2險勝味全龍　熱身賽7連不敗
baseball,[討論] 陳宇宏跟陳柏清未來誰比較看好？
baseball,[情報] 今日富邦自辦熱身賽進場人數：4800人
baseball,[新聞] 新莊棒球場測試燈光秀 鋒總認需調整、人
baseball,[分享] 謝長亨 fb
baseball,[分享] bauer被抓投手犯規後在投手丘上森七七
baseball,[新聞] mlb》復活了？ 藍鳥40歲名投薛哲熱身賽投9局狂賞14k+0保送
baseball,[分享] 今日 達比修有
baseball,[新聞] 中職》好友羅戈投奔兄弟 富藍戈祝福又喊
baseball,[新聞] mlb》不和道奇同行飛往日本　隊魂將「搭
baseball,[新聞] 牛棚大腿「有感覺」徐若熙趕不上開季
baseball,[新聞] 「12強冠軍證明台灣棒球」　傳奇洋將羅力
baseball,[新聞] mlb(影)／白襪新秀投手春訓熱身賽一戰成
baseball,[新聞] 透露與卡洛爾ig有互動 張育成期待美職球
baseball,[專欄] 中華隊若有外援 經典賽將掀熱議高潮
baseball,[新聞] 葉君璋揭陳子豪復出進度！銳歐轉隊尋找
baseball,[新聞] 中職／張育成看「新．新莊棒球場」 舒適
baseball,[新聞] kbo啟用20-25秒投球時鐘規則　熱身賽首日僅1次違規
baseball,[新聞] 中職／「悍將內戰」已搶先體驗 張奕看le
baseball,[新聞] 歸隊後調整步調放慢 陳仕朋本季同樣目標百局
baseball,[新聞] 中職／曾峻岳嚮往終結者燈光秀 先請示鋒
baseball,[live] 自辦熱身賽 味全vs富邦 @新莊棒球場
baseball,[分享] jacob degrom今年春訓初登板 投2局無失分
baseball,[新聞] mlb》養傷還有3千萬可以拿　老虎端1+1合約網羅太空人冠軍投
baseball,[新聞] mlb》在遊騎兵養傷兩年 地瓜哥春訓首登板完美「6上6下」
baseball,[新聞] mlb》洋基cole擔憂手肘傷勢　stanton有本季報銷危險
baseball,[新聞] 台中自由國小棒球隊 跨界田徑賽表現亮眼
baseball,[新聞] 日職》禁止拍啤酒妹！西武獅球團祭出新
baseball,[live] npb熱身賽　 dena v 歐力士　bauer先發
baseball,[分享] 2024年亞洲mlb打者跑向一壘秒數
baseball,[新聞] 棒球》經典賽 費爾柴德願披中華戰袍
baseball,[討論] 統一是跟市府合作最不順利的球團嗎？
baseball,[新聞] 台美混血同場交手！卡洛爾雙安棒子燙 費
baseball,[討論] 費仔打中華隊應援曲歌詞怎麼寫
baseball,[炸裂] gregory polanco
baseball,[新聞] mlb》生涯第3度投靠衛冕軍！前國聯救援王
baseball,[討論] 如果卡費加入，期望中華隊打到第幾輪？
baseball,[新聞] wbc》日本隊經典賽隱憂：擊敗美國的兩
baseball,[新聞] 開季可望頂替陳文杰中外野空缺 紀慶然：
baseball,[新聞] mlb／「ct卡費」熱身賽同場出賽　卡洛爾
baseball,[新聞] 日職》前塞揚強投鮑爾大爆氣！ 遭判投手
baseball,[新聞] 宇宙道奇將隕落？恐遇雪崩式崩盤　美媒點
baseball,[公告] 水桶公告*15
baseball,[新聞] mlb》人在日本心在美 鮑爾願為洋基免費投
baseball,[新聞] 中職》台鋼雄鷹開季由紀慶然擔任中外野
baseball,[新聞] 中職》羅力睽違2年重返「第二個家」 談
baseball,[新聞] 新莊球場大升級！陳金鋒點出人工草皮最
baseball,[新聞] 獵到2強投 平野一手好牌也煩惱
baseball,[情報] 易遊網：中信兄弟大巨蛋主場vip席販售
baseball,[分享] feduccia連兩球挑戰相近好壞球判定皆成功
baseball,[問題] 3/9富邦-味全熱身賽先發球員
baseball,[分享] 今日 大谷翔平
baseball,[新聞] 新．新莊棒球場環形舞台增至120公尺 非
baseball,[新聞] mlb》大谷翔平大受歡迎 glasnow：justin
baseball,[分享] 捷克隊佛州移訓3:4敗給太空人（3a、2a）
baseball,[討論] 王柏融明年有機會入選wbc嗎？
baseball,[新聞] 新莊棒球場天然、人工混合草皮全台首見
baseball,[新聞] 罕見！兩度再見三振挑戰成功 道奇教頭也
baseball,[分享] 巧遇起亞虎球員
baseball,[live] npb熱身賽　 中日 v 火腿
baseball,[live] npb熱身賽　 西武 v 樂天
baseball,[live] npb熱身賽　 軟銀 v 羅德
baseball,[live] npb熱身賽　 巨人 v 阪神
baseball,[新聞] 捷克隊讓太空人無安打強投掉分！還辦測
baseball,[live] npb熱身賽　 養樂多 v 廣島
baseball,[討論] 王柏融明年有機會入選wbc嗎？
baseball,[討論] 費仔打中華隊應援曲歌詞怎麼寫
baseball,[討論] 費仔願意加入wbc代表隊的原因？
baseball,[新聞] 勝騎士、羅戈能否進入兄弟開季輪值 王
baseball,[新聞] 「有些事情我必須要做」 平野惠一希望今
baseball,[情報] 希本聲明（回應台鋼）
baseball,[新聞] 富邦悍將球場準備好了！「最強女總經理」
baseball,"[問題] 如果費仔/卡仔wbc打不好,酸民會噴他嗎?"
baseball,[分享] 美國香蕉隊下週將在65k觀眾面前打球
baseball,[新聞] wbc》12強對中華隊學到教訓！ 日本武士隊罕見辦秋訓
baseball,[新聞] 華興青棒硬式組校隊回歸 將聘草總謝長亨
baseball,[分享] 前起亞虎洋砲socrates brito去墨西哥聯盟
baseball,[分享] wbc wbcq 各隊累積勝負
baseball,[情報] 台鋼球團聲明（關於希本及應援團長）
baseball,[分享] stuart fairchild接受中央社採訪影片
baseball,[分享] mlb農場2015季前~2025季前排名
baseball,[討論] 費仔是史上最強中華隊野手嗎?
baseball,[新聞] 新莊城堡有籌碼 假日內野票敢賣800元
baseball,[新聞] 兄弟開幕戰夠資格 11票種最貴2380元
baseball,[新聞] 太巧!2026日本隊首戰就是死對頭中華隊
baseball,[情報] giancarlo stanton手肘傷勢嚴重
baseball,[新聞] 兄弟給5年約 詹子賢一度自我懷疑
baseball,[討論] 統一認養亞太場均有可能成長到八千嗎?
baseball,[討論] stuart fairchild要怎麼翻譯?
baseball,[新聞] 味全龍擴充球探部門　善化高中教頭加入
baseball,[討論] wbc韓國隊真的組起來 也很危險吧?
baseball,[情報] 台鋼球團聲明（關於希本及應援團長）
baseball,[討論] stuart fairchild要怎麼翻譯?
baseball,[新聞] mlb》轉隊水土不服、17打數無安打 小熊強打塔克不擔心
baseball,[新聞] 洋基瑟瑟發抖 王牌cole連兩年春訓手肘出問題接受mri檢查
baseball,[新聞] mlb球星fairchild想打中華隊！沒收machado全壘打進2024百大
baseball,[新聞] wbc》台美混血費爾柴德願加入中華隊征戰
baseball,[分享] 日本火腿隊 松岡洸希轉為支配下選手
baseball,[新聞] 曾豪駒談stuart fairchild加入意義
baseball,[討論] stuart fairchild要怎麼翻譯?
baseball,[新聞] 日職》樂天游擊大物猛敲雙安！監督考慮
baseball,[分享] stuart fairchild接受中央社採訪影片
baseball,[新聞] 復出首次實戰就飆155公里 鄭浩均也嚇了一
baseball,[情報] 海盜烏干達小將進入農場前30（速球70分
baseball,[新聞] 高志綱出新書《綱綱好的堅持》 黃偉哲當
baseball,[情報] 希本聲明（回應台鋼）
baseball,[新聞] 台南亞太棒球中心春訓氣候穩定 韓職
baseball,[新聞] mlb／「牙仙」真的存在？小女孩掉2顆牙開
baseball,[公告] 水桶公告*19
baseball,[新聞] 台南亞太棒球中心春訓氣候穩定 韓職2隊想
baseball,[討論] 王柏融明年有機會入選wbc嗎？
baseball,[新聞] mlb球星費柴德有意代表台灣 中職：決定權
baseball,[炸裂] 水野達稀
baseball,[新聞] mlb》防禦率8的道奇右投紹爾 教頭要帶他
baseball,[新聞] mlb》從最爛隊牛棚搖身成冠軍投手　柯佩奇道心路歷程：沒針
baseball,[新聞] mlb(影)／洋基開季先發三壘手仍懸缺　媒體建議可和天使進行
baseball,[新聞] 華興青棒硬式組校隊回歸 將聘草總謝長亨
baseball,[新聞] 棒球以外的運動專長？賈吉被看好美式足球、大谷翔平「全能」
baseball,[新聞] 優化後的新莊棒球場明首度公開亮相　202
baseball,[新聞] 30億韓元！今年韓國職業棒球聯賽的“年薪王”歸屬於金廣鉉
baseball,[討論] 明年經典賽有可能的黑馬選手
baseball,[新聞] 鄭浩均術後復出首次實戰投球 飆出兄弟
baseball,[分享] 今日 奥川恭伸
baseball,[情報] kbo創下熱身賽開幕日史上最高票房
baseball,[討論] 統一認養亞太場均有可能成長到八千嗎?
baseball,[新聞] 台南亞太棒球中心春訓氣候穩定 韓職2隊想
baseball,[分享] 費柴德fairchild對大聯盟日籍投手成績
baseball,[討論] 費柴德如果回台灣打中職要算洋將還本土？
baseball,[情報] 富邦悍將2025主視覺—我要全部
baseball,[情報] gerrit cole右手肘不舒服 接受檢查
baseball,[討論]費仔會不會是被龍貓的主動才決定要加入？
baseball,[專欄] 方祖涵／陳偉殷，台灣高雄鄉下的孩子
baseball,[討論] 費柴德如果回台灣打中職要算洋將還本土？
baseball,[live] npb熱身賽　 中日 v 火腿
baseball,[live] npb熱身賽　 巨人 v 歐力士
baseball,[新聞] mlb球星費柴德有意代表台灣 中職：決定權
baseball,[分享] 山本由伸代言佐藤製藥能量飲品
baseball,[分享] 今日 藤浪晉太郎
baseball,[新聞] 日職》阪神肌肉男投手飆速159公里！前ob
baseball,[新聞] wcy-費爾柴德：若能代表台灣出賽非常棒
baseball,[新聞] 經典賽》西班牙最悲情 投打8國前段班卻
baseball,[討論] 費柴德如果回台灣打中職要算洋將還本土？
baseball,[新聞] mlb球星費柴德談外野守備美技：拚命
baseball,[情報] 台鋼球團聲明（關於希本及應援團長）
baseball,[討論] ct卡費？那最後一個位置斗幾？
baseball,[分享] 費恰德 fairchild 2024mlb個人賽季精華
baseball,[新聞] mlb／官網預測mvp大谷翔平排第二 輸給249
baseball,[情報] juan soto：大都會不是開價最高的球隊
baseball,[分享] 2025 mlb 季前農場排名no.1 ：老虎
baseball,[分享] 林昱珉 赴美備戰新球季
baseball,[新聞] 日職》嚴厲警告「出怪聲者」？ 火腿新庄
baseball,[新聞] wcy-大谷翔平暫停牛棚練投！羅伯斯：更
baseball,[新聞] mlb》海盜南韓好手裴智桓單場2安2盜 熱
baseball,[新聞] 經典賽／記取對中華隊教訓 日本武士隊破
baseball,[分享] 古林年底想去找郭彬玩
baseball,[新聞] mlb球星費柴德願為台灣打經典賽 稱台灣隊
baseball,[分享] stuart fairchild逐年大聯盟成績
baseball,[新聞] 經典賽》要組最強國家隊？ 南韓隊教頭赴
baseball,[新聞] mlb》大谷翔平相信有鬼　隊友hernandez：
baseball,[新聞] 提前適應經典賽計時規則 日本武士隊安排
baseball,[live] npb熱身賽　 西武 v 樂天
baseball,[live] npb熱身賽　 軟銀 v 羅德
baseball,[live] npb熱身賽　 dena v 阪神
baseball,[live] npb熱身賽　 養樂多 v 廣島
baseball,[新聞] 鄧愷威休季「身體改造」 6分力輕鬆催上94
baseball,[新聞] mlb球星費柴德想多認識台灣文化：明年
baseball,[情報] 統一今年主視覺
baseball,[新聞] mlb》睡airbnb結果受傷必須休養　金鶯明星內野道原因
baseball,[新聞] mlb》兩大先發投手開季因傷缺陣 大都會營運總裁：輪值扛的住
baseball,[分享] 官網球探報告：鄭宗哲守備已夠勝任m
baseball,[分享] 小島和哉 將擔任羅德隊2025年開幕戰先發
baseball,[新聞] 術後復出後首次守滿7局 林子豪：狀況比
baseball,[分享] 歷史上的今天-經典賽台日激戰
baseball,[討論] 壘包跟上了mlb 那比賽用球是否也該跟上??
baseball,[分享] soop 免費轉播 韓國職棒全賽季
baseball,[討論] 2023wbc為什麼江是先發ss
baseball,[閒聊] 吉伊卡哇xnpb廣島聯名商品
baseball,[分享] 官網球探報告：鄭宗哲守備已夠勝任m
baseball,[新聞] spc-經典賽》日本武士破天荒舉行秋訓！
baseball,[分享] 歷史上的今天-經典賽台日激戰
baseball,[新聞] 中職》來台發展曾是佳話 未獲續約的左投
baseball,[分享] mlb官網 開季前預測今年mvp熱門與黑馬
baseball,[新聞] mlb》大谷翔平18歲時有多狂？ 前輩回憶：
baseball,[新聞] 富邦悍將》銳歐晚上抵台馬上跟邦迷問好
baseball,[新聞] 中職》打完wbc資格賽火速來台！ 富邦新洋
baseball,[新聞] spc-中職》富邦悍將3大洋投合體！ 火球男
baseball,[新聞] mlb台美混血球星費柴德：若明年經典賽能
baseball,[新聞] mlb》有望成最高薪教頭！ 美媒爆羅伯茲與
baseball,[分享] 展望台灣接下來辦理一級賽事可能與建議
baseball,[新聞] 2場只敲2安遭完全壓制！ 荷蘭總教練驚嘆
baseball,[分享] 佛斯特：物價便宜又方便 台灣就是我家
baseball,[討論] 這屆wbcq西班牙是不是遺珠之憾？
baseball,[新聞] 西班牙最悲情投打8國前段班卻遭台灣淘汰
baseball,[討論] wbcq為什麼不打8搶4啊
baseball,[分享] 中華職棒36年各隊移動里程數
baseball,[分享]     /     合庫成棒 vs 中信兄弟
baseball,[分享] 12強對台逆轉砲 運動家39轟砲手透漏主因
baseball,[新聞] 陳宇宏腸胃炎痊癒 歸建後首次登板
baseball,[新聞] 哈瑪星沒被台鋼續約　轉投墨西哥聯盟發展
baseball,[新聞] 首次與兩位新洋投搭配 陳重羽藉助台灣隊
baseball,[分享] 韓華老鷹新球場正式啟用
baseball,[分享] 銳歐 今天抵達台灣
baseball,[分享] 2025 國際賽行事曆
baseball,[新聞] 簽下大聯盟、日韓經驗「衛蘭德」　統一
baseball,[問題] 有人收到中職12強冠軍郵摺了嗎?
baseball,[新聞] 韓國隊備戰明年經典賽 總教練將親赴美國
baseball,[新聞] mlb》金鶯明星游擊右肋間拉傷 球團保持謹慎盼開幕戰回歸
baseball,[討論] 明年wbc有可能四度派林昱珉對韓國嗎?
baseball,[分享] wbc wbcq 各隊累積勝負
baseball,[新聞] 中職》洋投蒙德茲0.2局失5分 統一獅自辦
baseball,[新聞] 經典賽》台灣隊有望前進東京 捷克主帥
baseball,[新聞] 經典賽》台灣隊超香！ 豎立資格賽1大障礙
baseball,[問題] 以前台灣球迷不認識台裔球員卡洛爾的原因
baseball,[新聞] mlb(影)／當了8年外野手後轉換角色　守護者簽33歲老將小聯
baseball,[新聞] mlb》上季蛻變打出生涯年 運動家7年21.5億綁住巴特勒
baseball,[新聞] 大谷翔平終於完成「頭槌」慶祝　新道奇壘
baseball,[live] npb熱身賽　 巨人 v 歐力士
baseball,[新聞] 中職》台鋼艾速特投4局挨林安可陽春砲
baseball,[新聞] 統一獅蒙德茲首次亮相投不滿1局 林岳平
baseball,[分享] 近期看到的大谷聯名系列
baseball,[分享] 海盜春訓營目前剩下內野中線累積成績
baseball,[新聞] 日本重砲「村神」村上宗隆旅美加盟何處？
baseball,[討論] 明年wbc有可能四度派林昱珉對韓國嗎?
baseball,[情報] 今日蘇智傑 : )
baseball,[新聞] 壘包加大影響很大！台灣隊1數據世界最多
baseball,[分享] 中職熱身賽  斗六棒球場公告
baseball,[分享] 官網球探報告：鄭宗哲守備已夠勝任m
baseball,[討論] 日本徵召日裔美籍的球員
baseball,[新聞] 被棒球耽誤！畫家莊陳仲敖巧繪「吳念庭回
baseball,[分享] 台鋼更新2025口號「翅膀硬了」主視覺
baseball,[炸裂] 林安可
baseball,[專欄] 從匹茲堡海盜的內野布局 探討鄭宗哲的競爭對手
baseball,[討論] 明年wbc有可能四度派林昱珉對韓國嗎?
baseball,[新聞] 經典賽／心裡有譜c組會有中華隊 捷克教
baseball,[新聞] 經典賽／巴西晉級慶祝有「阿北」亂入！
baseball,[新聞] 棒球／「台灣隊長」陳傑憲1歲兒球棒打破
baseball,[新聞] 經典賽資格賽落幕 台灣隊超時違規世界最多
baseball,[新聞] wbc資格賽／不只會踢足球！　巴西擊敗德
baseball,[情報] 統一獅無安打比賽中
baseball,[新聞] wcy-桃猿大巨蛋比賽增至7場　票價最高100
baseball,[新聞] 日本積極佈局經典賽 鎖定美日混血157火球
baseball,[討論] 假日新莊熱區800洲際熱區750
baseball,[分享] 鄧愷威今日對內賽小片段
baseball,[分享] 官網球探報告：鄭宗哲守備已夠勝任mlb游擊
baseball,[分享] 2025富邦悍將主場白球衣（更換廠商）
baseball,[分享] 2026年wbc參賽名單
baseball,[新聞] 巴西相隔13年重返會內賽 資格賽4朝元老：
baseball,[分享] 今日鄭宗哲
baseball,[分享] 開箱vanderbilt university棒球場
baseball,[新聞] wbc官方海報「沒台灣」引熱議 中華隊恐連
baseball,[新聞] mlb／日職無緣對決 前養樂多洋投被大谷
hatepolitics,[討論] 賴清德根本夜郎自大
hatepolitics,[新聞] 武統台灣非言論自由　卓榮泰強悍表態：
hatepolitics,[公告] 政治黑特板板規__20240111
hatepolitics,[公告] 本板關於分身違規之規定彙整
hatepolitics,[討論] 民眾黨新任臺中主委：2年條款一定落實
hatepolitics,[討論] 問倒閣的是國民黨，國蔥提賴幹嘛
hatepolitics,[舊聞] 微甜馬鈴薯 fb 總預算說明圖解
hatepolitics,[討論] 我是台灣人，我反綠
hatepolitics,[討論] 為什麼開始大罷免後就開始兵兇戰危了?
hatepolitics,[黑特] 小草到底在氣什麼？？
hatepolitics,[新聞] 小四女童逛百貨當眾押回派出所「嚇到崩
hatepolitics,[黑特] 主計長都公開承認比去年預算多
hatepolitics,[討論] 為什麼有人看了俄烏 會覺得中國還敢打?
hatepolitics,[討論] 不必氣，努力大罷免就對了
hatepolitics,"[討論] 現況來說,純中間選民反而是稀有族群惹吧?"
hatepolitics,[新聞] 高雄宣講！邱議瑩、許智傑、李柏毅、李꤯
hatepolitics,[討論] 我沒興趣跟民進黨一起死！
hatepolitics,[新聞] 獨／被酸「不肖子孫」！胡璉孫女：誰都
hatepolitics,[討論] 小草台灣人
hatepolitics,[討論] 誠品可以關一關了吧
hatepolitics,[討論] 你願意為台灣而死嗎？
hatepolitics,[黑特] 大罷免與文化大革命的差異？
hatepolitics,[討論] 美國如何讓台灣高科技赴美
hatepolitics,[討論] 為什麼有人看了俄烏 會覺得中國還敢打?
hatepolitics,[新聞] 一票排隊連署罷免羅智強！青鳥高潮曬照
hatepolitics,[討論] 境外敵對勢力結果6年就拿身分證?
hatepolitics,[討論] 為什麼有人看了俄烏 會覺得中國還敢打?
hatepolitics,[討論] 沈伯洋會把淘寶定義為敵對商業實體？
hatepolitics,[討論] 台灣人到底要如何逆境中求生存？
hatepolitics,[轉錄] 黃國昌fb 民進黨有把人民當頭家嗎?
hatepolitics,[討論] 郭智輝是豪洨魔人嗎？
hatepolitics,[討論] 為什麼有人看了俄烏 會覺得中國還敢打?
hatepolitics,[黑特] 主計長都公開承認比去年預算多1368億
hatepolitics,[黑特] 主計長都公開承認比去年預算多1368億
hatepolitics,[討論] 既然老共不敢打青鳥為何不參軍？
hatepolitics,[討論] 為什麼有人看了俄烏 會覺得中國還敢打?
hatepolitics,"[討論] 黃國昌:倒閣國會重選,你當大家笨蛋哦"
hatepolitics,[黑特] 罷免是因為財畫法讓某些城市餅變小
hatepolitics,[討論] 郭智輝是豪洨魔人嗎？
hatepolitics,[黑特] 可以停發馬鷹狗的終身俸嗎？
hatepolitics,[討論] 我認為有雙重國籍的人沒資格投票
hatepolitics,[討論] 馬英九當年是不是政治追殺傅崐萁？
hatepolitics,[討論] 為什麼有人看了俄烏 會覺得中國還敢打?
hatepolitics,[討論] 為什麼開始大罷免後就開始兵兇戰危了?
hatepolitics,[討論] 塔綠班要迫害國昌老師多久
hatepolitics,[黑特] 賴清德會不會讓中華民國滅亡
hatepolitics,[黑特] 主計長都公開承認比去年預算多1368億
hatepolitics,[討論] 為什麼有人看了俄烏 會覺得中國還敢打?
hatepolitics,[討論] 騎腳踏車的人會貪污嗎？
hatepolitics,[新聞] 大阪世博台灣館 共同社：日方要求更明確
hatepolitics,[討論] 黃國昌為什麼那麼怕倒閣？
hatepolitics,[討論] 桃園罷免應該是涼了民進黨活動今天人很少
hatepolitics,[討論] 為什麼有人看了俄烏 會覺得中國還敢打?
hatepolitics,[討論] 為什麼有人看了俄烏 會覺得中國還敢打?
hatepolitics,[討論] 鳳山黃捷怎麼那麼安靜？
hatepolitics,[新聞] 大阪世博台灣館 共同社：日方要求更明確
hatepolitics,[討論] 為什麼有人看了俄烏 會覺得中國還敢打?
hatepolitics,[黑特] 柯文哲是不是政壇的雷姆
hatepolitics,[轉錄] 4xgay：小草錢真好賺！
hatepolitics,[轉錄] 黃國昌fb 民進黨有把人民當頭家嗎?
hatepolitics,[新聞] 國民黨如何反攻罷免？羅智強「脫口6字」
hatepolitics,[討論] 有誰願意為賴總統理想服2年到3年兵役！
hatepolitics,[討論] 為什麼有人看了俄烏 會覺得中國還敢打?
hatepolitics,[討論] 台積電是被綠共賤賣了 還是被綠共搞垮了?
hatepolitics,[討論] 賴桑挺共 帶頭滲透國家大家知道嗎？
hatepolitics,[轉錄] 林俊憲 threads
hatepolitics,[黑特] 可以停發馬鷹狗的終身俸嗎？
hatepolitics,[討論] 我來當預言家
hatepolitics,[討論] 會有幾個選區過二階有罷免票可投？
hatepolitics,[黑特] 主計長都公開承認比去年預算多1368億
hatepolitics,[新聞] 民眾黨出席同志遊行怨不公平對待　主辦
hatepolitics,[討論] 幹！送解放軍紀念品的綠委道歉了
hatepolitics,[黑特] 主計長都公開承認比去年預算多1368億
hatepolitics,[討論] 柯文哲羈押期還剩多久？
hatepolitics,[討論] 黃國昌：民進黨執政，所以新北借不到場地
hatepolitics,[討論] 大陸貨真的那麼好用嗎 連政府都愛不釋手
hatepolitics,[討論] 民進黨下鄉宣講人潮似乎一般
hatepolitics,[討論] 民眾黨被dpp霸凌
hatepolitics,[討論] 反共是在野黨最好的主張!?
hatepolitics,[討論] 美國代理人沈伯洋跟陸配亞亞一樣可惡
hatepolitics,[討論] 送你上戰場不分藍綠，傻鳥覺得好棒吧！
hatepolitics,[討論] 現在還是很難相信藍白刪預算刪到負
hatepolitics,[黑特] 核電擋人財路
hatepolitics,[討論] 關於殘體字的來源
hatepolitics,"[討論] 黃國昌:倒閣國會重選,你當大家笨蛋哦"
hatepolitics,[黑特] 吃血饅頭最厲害的還是民進黨
hatepolitics,[討論] 小草是不是都覺得自己最大
hatepolitics,[新聞] 高雄箱型車突衝上人行道 來台觀光日籍婦
hatepolitics,[討論] 川普砍美國之音；賴清德不敢
hatepolitics,[新聞] 民調：47.1%的烏克蘭人完全不接受
hatepolitics,[新聞] 吳子嘉酸魏哲家醜胖子！徐巧芯台下大笑挨
hatepolitics,[黑特] 主計長都公開承認比去年預算多1368億
hatepolitics,[黑特] 國民黨在氣傅崑其？國民黨手榴彈連環爆，
hatepolitics,"[討論] 民進黨慘了,藍營新聞粉專對陸配現實風向"
hatepolitics,[討論] 台灣人到底要如何逆境中求生存？
hatepolitics,[討論] 許智傑送共軍武器造型獎勵，不罵爆？
hatepolitics,[討論] 賴皮德剛宣示完敵國 綠委轉頭就買武器送
hatepolitics,[討論] 賴皮自己請辭 給蕭當總統比較實在吧
hatepolitics,[討論] 反共是在野黨最好的主張!?
hatepolitics,[討論] 民進黨大內宣被日本嗆裝傻自以為委屈
hatepolitics,"[討論] 黃國昌:倒閣國會重選,你當大家笨蛋哦"
hatepolitics,[討論] 關於殘體字的來源
hatepolitics,[黑特] 阿亮怎麼一直罵暐瀚啊
hatepolitics,[討論] 購賣中國武器造型當禮物 應該軍法論處
hatepolitics,[黑特] 郭智輝下台!去菲律賓種綠電是腦殘政策
hatepolitics,[新聞] 民調：47.1%的烏克蘭人完全不接受
hatepolitics,為什麼立委辦路跑的獎盃都要淘寶買？？
hatepolitics,[黑特] 反政府仔就是雙標狗
hatepolitics,[討論] 賴皮德剛宣示完敵國 綠委轉頭就買武器送
hatepolitics,[黑特] 為何台灣人可以挺武統陸配不行？
hatepolitics,[討論] 台灣人到底要如何逆境中求生存？
hatepolitics,[討論] 如果最後民進黨擁核 是不是代表外行領導
hatepolitics,[討論] 中國未來發展個人覺得可能遇到的問題
hatepolitics,[討論] 這時候人民又變成民進黨頭家了
hatepolitics,[轉錄] 王浩宇 threads
hatepolitics,[新聞] 「清冠一號」救了我 賴清德：中醫藥可擔
hatepolitics,[討論] 台灣人根本不能沒有淘寶吧
hatepolitics,[討論] 又一個武統支配孬了
hatepolitics,"[討論] 黃國昌:倒閣國會重選,你當大家笨蛋哦"
hatepolitics,[新聞] 亞亞之後更多陸配被處罰 「愛國」網紅紛紛
hatepolitics,[討論] 許智傑是不是已經出局了？！
hatepolitics,[黑特] 葉元之戳破賴清跟希特勒一樣操作國安議題
hatepolitics,[討論] 最深層的恐懼
hatepolitics,[討論] 沒想過金門直接賣給中國？
hatepolitics,[新聞] 反制大罷免國民黨20日發兵 朱立倫：將集
hatepolitics,[討論] 許智傑是不是已經出局了？！
hatepolitics,[新聞] 反制大罷免國民黨20日發兵 朱立倫：將集
hatepolitics,[轉錄] 吳怡萱fb 在台灣看緊人民荷包有罪
hatepolitics,[新聞] 鳳山跑3校馬拉松獎座竟是「中共95式突擊
hatepolitics,[討論] 中共國不可能民主化 絕對不可能
hatepolitics,[討論] 把中共造型步槍當獎品也太猛
hatepolitics,[新聞] 傅崐萁捲競選小物案 被問這事跳針狂問
hatepolitics,[討論] 黃捷，是不是天命之所在？
hatepolitics,[討論] 如果最後民進黨擁核 是不是代表外行領導
hatepolitics,[討論] g7聲明刪除一個中國 真g8成形
hatepolitics,[討論] 政黑怎麼看許智傑共軍武器事件啊
hatepolitics,[討論] 習近平什麼時候要下鄉宣講?
hatepolitics,[討論] 女立委突然蹲在男人前面要幹嘛？
hatepolitics,[討論] 給沒機會參加大罷免的愛台人士幾句話
hatepolitics,[黑特] 民進黨新世代的記憶點
hatepolitics,[討論] 小草是不是腦子裝豆花
hatepolitics,[新聞] 中共解放軍「戰鬥機失事」！垂直落地爆
hatepolitics,[討論] 體感偏激智障低能兒白畜變少了
hatepolitics,[討論] 藍白要的不就是國會改革？
hatepolitics,[討論] 低能兒總覺得中美會開戰？
hatepolitics,[討論] 藍白說中共要武統是言論自由
hatepolitics,[討論] 陳彩虹說再檢舉她就提告
hatepolitics,[討論] 徐巧芯找吳子嘉臭台積電？
hatepolitics,[討論] re: [討論] 低能兒總覺得中美會開戰？
hatepolitics,[討論] 旺旺之子轉發央視貼文附和；應收回中視
hatepolitics,[討論] 國民黨新世代的記憶點
hatepolitics,[討論] 中國打台灣只是因為經濟即將崩潰
hatepolitics,[討論] 花蓮王是不是急了阿一年時間狀態差很多
hatepolitics,[討論] 美國人怎麼不挺台灣獨立？
hatepolitics,[新聞] 鳳山跑3校馬拉松獎座竟是「中共95式突擊
hatepolitics,[討論] 哇靠！中永和那麼藍還要排隊
hatepolitics,[討論] 小粉紅吹歸吹，不敢打的
hatepolitics,[討論] 高金素梅是這波國會亂象的始作俑者對吧
hatepolitics,[轉錄] 吳怡萱fb 在台灣看緊人民荷包有罪
hatepolitics,[討論] 大家覺得兵役會延長成兩年嗎？
hatepolitics,[討論] 低能兒總覺得中美會開戰？
hatepolitics,[新聞] 查中資金流？心腹李姓管家列被告　傅崐
hatepolitics,[討論] 武統不能講但能講武獨嗎？
hatepolitics,[討論] 賴清德在那邊假惺惺 有誰買單
hatepolitics,[討論] 魏哲家是xx子 那徐巧芯是？
